gender,height_cm,weight_kg,body fat_%,diastolic,systolic,gripForce,sit and bend forward_cm,sit-ups counts,broad jump_cm,class,name,address,city,state,email,birthdate,phone#
F,160.0,55.19,21.190752,90.0,154.2,36.83,39.07,15.0,181.0,A,Brooke Park,66750 Poole Course,New Stephaniechester, TX 67361,whitakerjeffery@gmail.com,1988-01-22,646-973-0194
M,160.6,65.04,42.519444,93.9,136.1,32.26,15.0,28.9,129.2,C,George Davis,3915 Moran Port,Lake Jeffside, OK 40336,nwebb@hotmail.com,1997-04-25,(814)320-7274
F,162.1,53.99,18.10214,80.1,134.8,27.39,33.02,52.7,181.5,A,Jillian Lopez,3487 Tommy Neck,New Nancy, MA 65418,larry23@yahoo.com,1989-08-02,355-236-6899
F,162.7,54.27,15.529671,69.8,126.4,30.07,19.7,48.8,219.0,D,Caitlin King,284 Sanchez Walk Suite 841,Jacobside, VA 48669,josephmcdonald@gmail.com,1982-12-16,311-268-4172
M,156.4,63.96,30.946112,86.3,136.8,33.68,4.3,39.9,184.3,A,Aaron Mclaughlin,9628 Matthew Turnpike,Williamsmouth, SD 09492,yvonnenelson@gmail.com,1997-07-10,935-451-7021
F,145.2,43.74,34.546897,56.3,105.9,20.24,12.37,30.6,134.0,B,Danielle Jones,585 Watson Gardens,New Christopher, NV 88489,alisongutierrez@yahoo.com,1973-03-10,001-772-540-6170
M,161.7,59.14,28.373262,85.4,121.6,35.69,19.97,25.1,185.5,A,Robert Barajas,3042 Michael Brooks,Lake John, MS 59744,brittany89@gmail.com,1969-05-16,(946)394-9639
M,170.3,68.78,22.974099,95.5,159.3,43.06,9.59,42.8,197.8,B,Jacob Jones,016 Kelly Trail Apt. 541,West Brittanyshire, HI 72807,espinozatony@gmail.com,1987-03-30,001-475-228-3012
M,177.2,66.97,12.466402,78.8,130.7,39.65,12.7,52.3,234.0,B,Alexander Elliott,90116 Peterson Ridge,Lake Lindseybury, VA 76491,anthony27@hotmail.com,1993-01-17,744-501-5772
M,161.1,64.33,27.197007,73.8,109.7,37.36,25.99,43.9,215.3,C,Raymond Sellers,7771 Janet Summit,Fisherchester, MP 35478,jessica01@hotmail.com,1985-09-24,+1-285-350-5095
M,170.4,70.15,17.298539,93.6,156.7,40.87,2.88,43.4,225.3,C,Gordon Nelson,040 Flowers Drives Suite 815,Victoriaville, MN 43037,mark48@gmail.com,1963-09-20,(760)252-2536
M,159.3,58.55,28.649978,63.8,110.3,23.22,25.74,16.0,158.4,C,Anthony Miller,456 Stevenson Fort Suite 324,Port Pamela, VA 68345,williamsonmonique@gmail.com,1982-04-27,+1-891-850-4417
F,148.6,45.85,31.291336,61.6,101.4,23.42,10.15,2.5,112.8,A,Kathryn Trevino,040 Parker Bridge Apt. 992,Lake Patrickberg, MT 03590,victorbrown@yahoo.com,1959-01-09,(982)312-9332
M,172.1,66.19,23.889853,74.4,120.5,30.06,5.82,40.7,184.6,D,Brian Hoffman,582 Kirk Throughway Apt. 671,North Stephenland, MD 91372,wilcoxkevin@yahoo.com,1973-04-07,(589)785-2741
M,166.6,52.77,20.520221,65.1,122.4,29.82,11.59,46.3,187.3,A,James Carney,859 Pam Ranch,Dawnmouth, VA 21884,eric81@hotmail.com,2001-06-12,5653437236
F,165.8,54.93,26.846562,80.9,127.9,34.83,24.94,34.2,170.5,C,Jennifer Thomas,2780 Jonathan Cliffs,South Danielfurt, OR 90752,davidmatthews@gmail.com,1972-11-14,(784)379-6834
F,172.7,76.47,27.418336,84.9,140.1,35.73,15.92,42.4,216.0,A,Lauren King,198 Alexander Branch,Lake Terry, UT 14037,travisbullock@hotmail.com,1960-05-08,216-289-1879
F,160.4,42.51,24.436369,80.6,126.2,26.01,20.71,42.9,148.8,A,Susan Garcia,609 Torres Extensions Suite 987,Archertown, IN 01348,lross@gmail.com,1979-05-23,+1-329-522-6939
F,182.0,78.24,18.839127,87.3,130.8,53.91,13.74,48.4,234.7,A,Tiffany Harmon,257 Lopez Lock Suite 885,Marioshire, IN 61743,esutton@hotmail.com,1978-04-03,+1-310-786-6319
M,168.4,64.93,19.956053,72.3,112.6,33.74,24.04,31.8,139.5,A,Seth Peterson,07236 Christopher Freeway,North Amyshire, PR 20371,robinsonmichelle@yahoo.com,1997-02-19,(614)925-5007
M,163.8,72.83,31.18639,87.5,160.9,48.6,13.11,13.1,188.0,C,Jesse Warner,171 Kelly Lock Suite 484,East Megan, AL 31300,jacksonkristina@gmail.com,1998-04-19,001-694-406-9331
M,174.3,76.86,26.125676,61.7,107.6,45.35,6.42,31.9,200.5,B,Cody Singh,0542 Susan Unions,Josephberg, MO 44813,gholder@yahoo.com,1985-05-30,001-706-260-4813
F,165.0,55.46,22.963599,73.8,117.6,19.26,17.97,42.6,174.4,B,Jennifer Hernandez,669 Johnny Underpass Apt. 974,Brendaborough, FM 60310,david85@hotmail.com,2000-03-14,322-454-6693
M,174.3,69.82,17.611476,71.4,121.1,40.96,18.53,22.0,162.1,A,Gregory Stokes,78285 Lisa Circle Apt. 904,West Tiffany, TN 98206,steven41@hotmail.com,1966-12-19,487-240-7147
M,169.1,65.86,20.764093,79.7,123.0,45.34,18.73,41.8,173.6,C,Kirk Elliott,47939 Joshua Manors Suite 955,Dawnshire, IL 21125,bartonkevin@hotmail.com,1975-03-07,001-619-753-6183
M,151.6,53.25,26.793487,87.7,115.9,29.18,18.37,45.6,186.3,C,Todd Rivera,017 Robert Mount,Johnsonland, NY 55151,jeremymurphy@yahoo.com,1994-05-20,937-914-8397
F,174.3,75.26,18.680995,69.5,131.0,50.32,23.42,38.8,178.7,C,Alexis Rodriguez,5563 Blevins Row,Flynnton, PA 87374,romanstacy@yahoo.com,2002-06-02,714-285-0957
M,176.6,80.43,25.650843,89.4,145.0,27.84,7.58,23.3,160.7,D,Jeffrey Conley,4113 Adam Trail,West Wendyshire, RI 09008,antoniowright@yahoo.com,1985-12-25,001-230-324-4994
M,169.6,66.73,24.267273,56.2,99.6,31.19,13.85,58.3,215.6,C,John Hodge,5646 Kaufman Village Suite 233,North Janemouth, AR 80456,aliciajones@gmail.com,1994-03-19,208-870-1559
M,162.3,63.06,31.491893,58.3,94.6,30.08,26.18,31.5,169.1,C,Johnny Underwood,139 Paul Valley Suite 029,East Edwin, MP 43991,johnweiss@yahoo.com,1974-02-22,673-890-8170
M,167.5,74.0,18.709571,74.5,117.0,57.6,16.54,39.9,182.8,C,Jesse Shaw,3704 Edgar Well Apt. 057,Port Lisa, WI 38573,tscott@yahoo.com,1966-08-04,471-508-3879
M,180.4,74.31,11.246541,77.4,133.1,48.24,8.58,63.7,255.9,C,Matthew Winters,19761 Aaron Heights,East Anthony, ND 05549,carla97@yahoo.com,2002-01-05,001-276-319-9450
M,169.1,57.13,13.460956,66.9,111.7,40.7,22.19,42.0,214.7,C,John Maxwell,43732 Nelson Tunnel,Lake Amy, WI 64193,parsonsjeremy@yahoo.com,2001-03-30,001-309-335-0888
M,164.8,70.85,23.987785,81.2,155.4,48.82,28.53,42.3,189.2,C,Robert Cruz,319 Zhang Prairie Suite 594,West Staceystad, MN 32609,erika41@gmail.com,1965-10-08,+1-939-222-8397
M,167.0,63.01,20.712583,87.8,140.3,36.81,14.84,33.4,167.7,D,Christopher Gonzalez,97751 Christopher Pike,Krystalbury, IA 27654,tcrawford@yahoo.com,1978-07-11,+1-393-360-7710
M,165.4,65.96,21.442664,57.0,102.7,32.94,20.86,23.7,136.6,B,David Cox,76446 John Grove Suite 697,Valenciafort, AR 49277,robin62@hotmail.com,1974-07-11,644-837-1239
M,152.1,65.33,25.924363,87.2,133.9,41.6,15.16,9.2,148.6,D,Christopher Brown,Unit 1190 Box 8615,DPO AP 14538,-,brandyrichardson@yahoo.com,1966-10-30,001-480-342-3182
M,177.8,62.59,14.416191,84.3,147.0,48.49,26.2,36.1,228.4,B,Mr. Douglas Marks,53967 Carol Hill,Josephville, HI 74540,savannahpeterson@hotmail.com,1977-08-26,001-921-640-1717
F,163.7,70.5,35.919059,83.1,131.1,39.06,14.96,42.4,186.0,C,Melissa Jackson MD,5523 Myers Place Suite 900,Warrenton, VI 84587,barry14@gmail.com,1973-11-15,612-320-6391
M,153.1,64.84,34.242937,97.8,172.9,32.27,12.22,35.7,153.0,B,Jerome Wilson,25991 Jacob Shore Apt. 789,New Carlburgh, PR 53864,edwardsaustin@hotmail.com,1970-08-31,001-640-980-2988
F,164.2,67.93,40.476383,79.6,139.4,39.15,8.89,18.2,159.3,B,Tiffany Sullivan,2749 Proctor Bypass Apt. 671,Port Harold, NJ 71574,diana21@yahoo.com,1959-05-29,+1-804-440-7507
F,167.9,55.53,26.189994,93.0,141.9,27.26,9.94,19.9,135.9,C,Elizabeth King,424 Heather Garden Apt. 335,Lake Timothybury, ND 96771,annalittle@gmail.com,1990-10-05,(736)513-4329
F,156.5,53.25,24.801316,77.5,107.7,21.28,21.8,23.6,173.2,A,Mary Garcia,Unit 9937 Box 3632,DPO AA 22317,-,rachelmacdonald@gmail.com,1989-04-06,+1-846-561-7120
M,176.5,91.76,27.919937,86.1,125.1,46.88,4.27,36.6,161.4,D,Lucas Baker,"PSC 9691, Box 6213",APO AE 70391,-,sarahmerritt@yahoo.com,1995-12-19,(803)468-7888
F,157.6,43.6,23.458059,58.3,102.5,15.74,24.04,39.2,129.3,D,Patricia Perez,08007 Alexander Turnpike,South Taylor, PA 74272,strongrhonda@yahoo.com,2002-02-26,723-854-1215
M,184.5,94.52,13.836515,84.1,122.5,61.66,7.26,51.0,239.6,B,Christian Ramirez,11202 Kelsey Track Apt. 893,Port Michellestad, MS 90102,gregorykey@gmail.com,1997-08-19,697-443-0940
F,160.7,46.27,16.562457,70.1,128.7,20.67,6.37,43.3,159.2,C,Tanya Gonzalez,221 Joshua Plaza Suite 264,South Ericstad, TX 04154,hhill@gmail.com,2002-09-24,790-354-1417
M,169.0,71.7,17.422037,88.8,137.6,38.6,21.55,51.1,236.5,D,Thomas Griffin,781 Durham Rue,Fullerfurt, FM 30498,xhansen@hotmail.com,2002-01-07,(682)619-8403
F,162.8,49.5,20.647476,53.1,104.2,30.65,15.83,13.8,161.4,B,Sarah Curry,094 Shawn Tunnel Apt. 150,Hornburgh, RI 41547,ortizdavid@hotmail.com,1991-07-06,6383099772
M,168.6,61.03,16.882671,79.7,140.1,42.5,8.95,37.8,191.0,D,Andrew Clark,133 Terry Trail,Katherinehaven, NV 95052,wbrown@gmail.com,2001-12-14,(827)963-4007
M,164.4,57.28,17.17537,83.4,145.0,32.45,18.89,26.9,169.2,C,Jason Snyder,427 Hicks Flats,North Heather, IL 94594,francesmiller@gmail.com,1959-03-27,963-618-0000
M,176.5,73.58,11.479848,79.8,147.1,50.75,6.79,61.9,252.3,A,Eric Griffin,54703 Coleman Plaza Suite 584,South Xavierhaven, IN 50284,isaacbrooks@gmail.com,1991-03-15,805-775-4716
M,181.1,99.81,23.17218,67.4,119.9,52.69,16.94,28.2,193.8,B,Joseph Mejia,186 Jacqueline Viaduct Apt. 540,South Thomasside, RI 63484,sullivanjohn@gmail.com,1986-02-25,+1-333-490-9792
M,166.0,70.61,24.449993,71.7,139.9,52.03,8.22,30.1,203.4,D,Shane Williams,2105 Paul Rapid Apt. 435,Odomchester, IA 45310,hernandezchristian@yahoo.com,1967-11-29,001-923-296-9664
F,156.7,57.36,25.595357,69.0,120.9,27.49,19.73,34.0,153.9,D,Tracey Cisneros,757 Brian Square Apt. 743,Mathisfort, ID 87406,jamiefoster@hotmail.com,1962-01-21,255-300-2858
M,161.4,59.54,27.612317,74.7,139.6,28.38,29.39,38.2,131.2,C,Daniel Curtis,14707 Danielle Junctions,Katrinafort, HI 66499,erica33@gmail.com,1997-05-27,645-947-8147
M,178.6,83.24,14.779142,68.3,137.6,51.73,16.81,61.7,220.6,A,Dylan Hobbs,04923 Phillip Loaf,Johnsonview, DC 39406,danielmadeline@gmail.com,1977-12-08,8405028799
M,162.0,64.92,31.566531,81.4,110.7,20.42,-4.57,10.8,151.1,A,William Lee,9279 Edwards Terrace Suite 061,East Brandon, SC 05631,christophergillespie@gmail.com,1966-01-25,8736606597
F,169.1,64.95,21.579313,72.3,115.3,43.71,34.29,49.2,205.0,C,Dawn Miller,7231 Nathan Flat,East Bryanchester, NE 07818,amanda50@gmail.com,1991-07-24,+1-512-918-0616
M,156.2,51.94,29.582962,73.9,124.5,26.86,14.6,12.9,176.7,B,Dustin Williams,Unit 7020 Box 8581,DPO AE 16003,-,trevornichols@hotmail.com,1978-09-01,2765809486
M,173.1,68.78,23.905253,76.9,135.9,29.37,9.64,46.4,183.7,A,James Cooper,816 Lori Common,Lorichester, PA 44875,owright@hotmail.com,2000-06-12,(271)362-5237
M,166.3,68.95,29.982445,77.7,135.9,25.92,-0.39,42.0,164.7,C,Jonathan Simpson,474 Alexa Loop Apt. 384,East Howardmouth, TN 27447,thomasbates@hotmail.com,2002-11-26,289-543-3615
M,169.6,79.27,29.559046,81.4,136.6,40.99,13.67,20.0,157.1,D,Leonard Hawkins,8231 Adam Causeway,Gonzalezstad, NH 55908,sherrigardner@yahoo.com,1971-03-06,254-528-0431
M,169.6,65.72,18.104893,73.0,127.3,46.27,15.33,57.2,229.7,B,Randy Fitzgerald,9085 Brown Pass,Garzaland, DC 30545,zcarter@gmail.com,2002-04-01,(708)459-1030
F,153.0,44.23,18.44735,77.6,113.9,29.06,17.24,42.0,147.6,A,Amber Lynch,708 Nancy Heights Apt. 402,West Tommy, VI 89126,hcook@yahoo.com,1984-08-17,001-915-756-3121
F,153.9,47.1,38.043492,68.7,111.6,14.01,15.74,14.6,121.7,D,Jessica Thomas,USS Page,FPO AA 52593,-,christopherhodges@yahoo.com,1985-05-12,+1-311-805-5600
F,161.3,58.26,20.421511,62.6,105.5,26.72,20.02,59.2,224.1,C,Rachael Parker,77826 William Plaza Suite 333,West Juliechester, ND 49089,gregory69@hotmail.com,1998-04-15,(979)323-8319
M,161.3,81.66,47.214081,75.2,131.0,34.75,9.62,17.0,149.3,B,Eduardo Nguyen,79734 Alexander Vista,West Jesusborough, MA 97975,juliapowell@hotmail.com,2000-03-25,782-884-2093
M,170.0,75.6,27.430642,87.3,141.7,38.59,-0.56,45.6,209.0,D,Zachary Montgomery,7730 Higgins Mountain,Kristentown, AK 57122,akim@hotmail.com,1999-08-22,5656711240
F,154.8,55.84,23.490943,84.0,127.3,35.83,17.68,35.4,158.8,B,Jessica Ramirez,5710 Paul Manors Apt. 555,Perrymouth, PW 44794,xwilliams@hotmail.com,1959-02-02,258-333-4121
M,160.8,78.19,26.492292,74.2,142.8,44.96,12.1,36.7,222.5,A,Matthew Brown,35385 Madison Walk,Jimmyside, SD 30693,vsimpson@hotmail.com,1966-11-04,333-747-0818
M,185.8,110.38,12.110654,75.1,144.0,64.9,14.14,58.1,273.3,A,Dylan Chapman,Unit 0663 Box 5381,DPO AE 76251,-,cleonard@yahoo.com,1996-09-04,+1-570-893-4469
M,164.0,51.39,14.171267,81.2,120.5,37.47,7.72,37.0,212.3,B,Thomas Ellis,828 Kevin Cape,Walshshire, RI 61297,jorge85@gmail.com,2001-12-13,(288)562-3970
M,168.0,56.01,16.305251,69.6,111.4,38.93,21.54,54.0,229.3,A,David White,16075 Kim Spur,Lake Suzanne, SD 39917,ericcharles@hotmail.com,2002-09-12,+1-866-707-4211
M,172.0,65.18,17.588389,90.0,145.6,42.84,14.74,43.9,196.8,B,Carlos Parsons,61402 Russell Rest,New Jessicamouth, NH 38159,christophermartin@hotmail.com,2001-05-28,7457605540
F,155.6,62.43,38.737488,65.0,97.4,30.85,3.2,16.6,169.0,A,Tammy Odom,3441 Jackson Street Apt. 178,Stevensfurt, PA 02143,derrick91@yahoo.com,1978-04-18,790-933-3988
M,169.2,72.46,22.838157,88.7,171.0,37.2,9.73,27.3,182.2,A,Michael Miller,90787 Smith Islands Suite 374,West Aaron, MD 02464,michael40@yahoo.com,2000-02-08,001-258-672-6251
F,162.8,61.18,35.220291,81.3,126.6,17.01,23.31,18.5,108.7,B,Susan Mcneil,647 Ross Unions Apt. 949,New Tracy, GA 87620,hmartinez@gmail.com,1990-12-25,267-451-8200
M,170.1,61.28,16.519022,64.2,121.6,37.34,18.37,59.2,198.2,A,Gary Moses,61074 Meyer Parks Apt. 895,Barbaratown, DE 68376,christineelliott@yahoo.com,2002-08-01,373-732-1062
M,167.6,62.77,14.358573,77.4,127.2,48.23,9.41,50.1,199.3,A,Robert Rubio,7128 Cameron Rapids Apt. 999,Lake Michaelland, NY 93192,pbrady@gmail.com,2002-03-23,534-709-2403
F,161.4,65.9,22.085839,78.2,131.4,37.16,26.34,41.6,174.4,C,Lisa Rosales,461 Sara Shoal,Port Christinaview, WV 52308,thomas06@hotmail.com,1985-12-05,+1-763-695-3822
F,163.3,78.36,23.380371,74.0,150.5,39.87,27.14,43.2,215.4,B,Chelsey Turner,3742 John Way Apt. 270,West Joshua, LA 03626,jenniferfleming@yahoo.com,1969-11-07,(658)981-4905
M,160.8,58.09,26.742303,72.1,119.9,31.56,6.82,32.3,127.5,A,Ryan Elliott,159 Perez Spur,Alanside, WV 25232,michaelcisneros@yahoo.com,1976-06-17,3223233725
F,162.9,44.96,22.365591,56.2,89.3,17.31,18.78,37.8,174.7,D,Linda Keith,3160 Solis Bypass Suite 954,North Jessicatown, KY 97110,deancalhoun@gmail.com,2002-03-08,7689316805
M,173.4,71.58,19.865606,95.7,153.1,41.39,15.61,38.7,194.6,C,Daniel Rowe,Unit 2981 Box 5061,DPO AE 54372,-,villegasgary@gmail.com,1964-02-19,001-546-229-9573
F,172.5,73.15,21.636644,71.2,119.0,44.6,28.05,34.5,190.3,B,Jennifer Valentine,2710 Thompson Centers Apt. 600,Port Christopher, MO 89437,brooksscott@gmail.com,1990-12-16,(795)362-9469
M,170.6,75.15,20.152522,99.3,136.7,50.47,2.2,40.4,215.7,B,David Cummings,3866 Johnson Flats,Diazbury, VI 94012,hojennifer@yahoo.com,1989-09-28,+1-773-813-7055
M,166.1,57.21,20.142846,84.1,129.3,36.57,19.93,47.0,247.3,C,Stephen Wells,6701 Clark Glen Suite 348,North Jonathanberg, MI 85457,joanne55@yahoo.com,1989-07-13,(336)679-6914
M,163.8,71.54,26.548875,77.3,121.3,29.68,23.67,44.1,168.4,B,Anthony Gomez,0449 Allison Forges,Millerton, KS 06206,wharper@gmail.com,2001-03-08,+1-226-289-9731
M,159.4,52.24,23.562567,85.2,112.1,34.22,7.83,38.2,165.6,C,Matthew Wilson,40965 Long Trail,East Phillip, AZ 50622,morgancurtis@yahoo.com,1961-12-05,(968)949-0436
F,162.9,59.4,30.454255,62.4,147.0,28.45,30.2,42.7,171.4,A,Julie Taylor,29345 Thomas Wall Apt. 799,Lake Stevenport, PR 06819,laura12@hotmail.com,1998-04-24,+1-832-535-8397
M,169.5,66.16,19.729651,94.9,154.0,39.89,25.14,31.9,198.2,A,Daniel Bentley,0861 Wesley Loaf Suite 850,Port Keithstad, WY 39771,tannerstephanie@hotmail.com,1987-09-07,3645743477
M,176.6,73.46,16.16236,64.8,131.9,32.61,29.37,59.0,245.7,C,Todd Austin,USNS Baxter,FPO AA 97312,-,morgan69@hotmail.com,2002-02-07,+1-295-564-3457
M,164.9,64.0,27.377825,81.6,119.7,36.44,5.16,33.6,198.3,B,Trevor Villa,2754 Jason Way,Delacruzside, NH 52442,johnsonkatie@hotmail.com,2001-07-01,367-839-8415
M,167.0,55.24,15.944016,70.0,103.2,20.56,11.36,38.2,162.4,C,Johnathan Ware,"PSC 1784, Box 6772",APO AP 86146,-,erikadalton@gmail.com,1998-01-31,586-824-6834
M,186.8,89.22,8.100501,92.7,159.5,60.33,24.25,72.4,292.3,C,Scott Johnson,937 Bailey Mount,Lisamouth, NJ 17157,johnsonmegan@hotmail.com,2002-06-04,2592996068
M,177.4,96.72,32.04992,78.9,147.9,48.62,28.72,42.1,212.1,C,Robert Nielsen,951 Gregory Valley Suite 751,Johnsonstad, NE 85432,sullivanandrew@hotmail.com,1999-10-21,+1-988-382-4052
F,160.7,54.1,21.435388,76.5,145.6,33.49,35.55,26.4,136.8,D,Connie Leach,2266 Jennifer Mountain Suite 520,Tuckerfort, WA 14683,kristacharles@yahoo.com,1960-12-03,+1-899-860-7885
M,172.0,72.11,23.321829,82.4,112.1,39.1,10.57,48.8,234.4,D,Keith Harper,8848 David Radial Suite 863,Lake Barbara, NV 36036,njames@hotmail.com,1991-09-29,(765)229-8671
F,146.8,50.47,32.133068,83.5,122.3,24.37,15.75,35.3,173.7,B,Anna Lambert,8209 Martha Crescent,South Lauraberg, RI 15426,jeff44@gmail.com,1978-01-20,852-881-2396
M,173.3,64.47,16.859264,72.8,116.1,37.6,4.65,52.0,254.8,D,Mark Crosby,347 Roy Crescent,Jasonview, NC 54672,danielmoore@hotmail.com,2002-11-30,461-783-2701
M,177.4,71.71,15.955533,110.5,185.0,30.75,14.93,42.3,215.0,B,Mr. David Garcia,79830 Rebekah Forges Suite 652,East Tommy, WI 71035,davidturner@gmail.com,1989-03-28,339-448-6270
M,165.7,52.88,20.345079,81.0,127.3,37.27,24.08,46.2,202.7,C,Justin Herrera,395 Powers Rue,Bryantmouth, WI 34349,frankmichelle@gmail.com,1991-09-16,001-967-836-2085
F,166.3,50.62,12.918405,65.2,106.3,37.44,20.71,43.3,201.6,C,Cindy Glass,7006 Brian Isle,East Deborahborough, VA 82155,ashleyburke@yahoo.com,1991-02-25,9708165094
M,172.6,81.26,26.223149,98.3,156.6,42.97,-1.05,20.0,143.4,A,Dillon Willis,373 Perez Track,Johnbury, CO 39104,jessicacannon@gmail.com,1970-12-30,+1-315-831-4637
M,166.3,70.52,26.543941,85.4,127.8,40.02,17.56,38.6,185.7,D,Robert Gray,815 Kathleen Court Suite 299,Johnsonview, FL 36433,mooremichelle@hotmail.com,1986-10-17,001-239-639-5249
M,166.9,67.0,32.180501,64.5,102.8,27.58,6.91,35.2,165.1,A,Rodney Smith,3201 Edwards Stravenue,Jasonshire, VI 92962,kevinday@gmail.com,1974-07-09,001-597-895-3916
M,177.3,74.96,20.90866,69.8,116.8,39.3,9.59,33.7,223.9,D,Jon Sandoval,11051 Sharon Views Apt. 925,Stuartmouth, MO 19676,gabrieladams@hotmail.com,1970-01-03,(392)642-3125
M,175.2,79.24,11.59602,98.1,165.6,52.69,30.07,56.4,265.1,A,Dillon Fowler,319 Johnson Circle,Eddietown, NE 02361,richardmcdonald@yahoo.com,1975-06-24,401-395-8628
M,179.5,83.69,22.82628,92.8,135.7,43.22,6.65,47.1,215.9,D,Samuel Howard,6185 Christopher Stream,Sampsonberg, NH 74080,willismichael@yahoo.com,1988-12-15,(829)444-9372
M,170.7,83.5,25.409145,95.0,163.8,48.54,17.1,41.7,226.5,D,Tyler Benson,64221 Brittany Forks Suite 250,Maxwellbury, HI 15774,stacie92@hotmail.com,1968-08-19,297-765-5567
F,167.7,61.11,27.154539,65.1,109.9,27.56,21.74,24.1,138.5,B,Kristin Rios,8778 Hernandez Extension Apt. 065,Calhounchester, NH 26913,justinwebb@yahoo.com,1962-08-29,298-829-6150
M,180.3,75.42,18.629232,80.0,124.1,53.12,12.55,53.2,211.7,B,Mitchell Myers,40932 Barry Turnpike Suite 618,New Ryan, IN 08149,teresa48@hotmail.com,1997-12-30,(243)376-3063
M,176.0,67.14,18.85786,59.6,111.9,41.29,4.87,34.7,201.9,A,Daryl Sharp,577 Carroll Summit,Port Sheilamouth, VT 22674,jeffrey67@yahoo.com,1976-09-22,662-307-1884
M,177.9,76.77,16.340279,85.7,144.0,46.62,20.93,59.5,249.0,C,Nicholas Olson,0695 Young Skyway Suite 831,Caitlynmouth, OR 89999,hwilson@hotmail.com,2002-12-17,(460)957-7314
M,167.8,62.14,24.580957,81.3,132.5,37.85,11.02,28.8,193.0,B,Philip Washington,077 Veronica Manors,Stonestad, NY 06640,rickzuniga@hotmail.com,1982-04-28,(888)397-6075
M,170.0,67.91,12.20377,78.0,113.8,49.02,18.16,60.9,238.8,A,John Anderson,51818 Casey Lodge Apt. 838,Port Brian, NC 57552,maxwellcraig@yahoo.com,2002-04-06,+1-462-652-7807
F,167.2,60.77,26.435815,80.5,155.2,29.06,10.49,21.6,143.8,B,Jennifer Booker,092 Sarah Expressway Suite 182,Hillton, NC 72144,mark68@gmail.com,1959-05-20,(802)943-6258
M,169.8,63.07,22.520708,49.6,119.7,30.26,5.89,36.2,152.4,B,Corey Church,92121 Alvarado Lodge Apt. 569,Myersville, NV 08458,brownsara@hotmail.com,2001-03-08,001-561-244-8071
M,176.7,80.42,15.401751,79.9,142.8,51.51,10.31,44.4,221.8,B,John Patterson,452 Thomas Heights,Allenside, FL 74981,gary01@hotmail.com,1969-07-08,(869)357-1553
F,149.8,56.94,46.07921,71.5,92.0,20.48,19.31,21.0,89.0,A,Cheryl Hart,6809 Cook Overpass Suite 898,Cindyborough, VT 30951,jmann@gmail.com,2000-08-27,2898967167
M,161.7,73.31,34.927346,89.3,171.8,40.92,22.81,22.5,185.2,A,Matthew Dennis,"PSC 9909, Box 9195",APO AE 96740,-,cynthia78@gmail.com,1966-10-14,457-672-9896
F,164.2,83.93,40.359937,82.0,144.8,26.45,25.52,11.1,126.0,B,Kelly Smith,7086 David Motorway Suite 834,South Timothyville, NJ 77183,clintonbeck@gmail.com,1979-02-10,(511)768-8839
M,171.0,71.45,23.782953,89.5,160.1,37.61,8.38,30.0,197.2,D,Michael West,52234 Robert Streets Suite 067,East Angelachester, SC 24704,berryangel@gmail.com,1969-01-14,444-699-6923
F,170.8,70.25,17.785607,83.0,132.2,47.32,12.22,49.6,219.0,A,Taylor Smith,USNS Glover,FPO AA 39659,-,gutierrezwilliam@yahoo.com,1984-07-23,816-641-6344
F,173.4,63.42,20.633249,93.4,148.3,30.87,23.51,44.4,219.4,A,Holly Romero,728 Michelle Shores,Mcleanland, NJ 36744,idennis@gmail.com,2002-02-26,(304)937-6180
F,157.1,48.63,28.337008,70.5,112.1,18.79,18.48,26.5,100.5,D,Taylor Perez,941 Andrews Valley Suite 332,Freemanfurt, NV 55945,joshua03@hotmail.com,1992-06-19,+1-472-512-9826
M,172.8,66.84,16.523936,92.5,125.2,41.54,17.34,47.8,203.6,D,Richard Barrera,USNV Spence,FPO AP 23814,-,millstaylor@gmail.com,1982-06-03,(258)702-0676
M,178.5,75.13,13.250333,71.6,117.6,48.76,16.68,57.8,255.3,C,Tommy Burns,2225 Carmen Ports Apt. 403,East Jessicaburgh, SC 82786,millsjohn@gmail.com,2000-11-07,(227)466-2780
M,178.0,65.92,7.807028,96.7,159.3,39.26,15.05,60.1,268.5,C,Dr. Matthew Campbell MD,234 Andrew Canyon Suite 298,East Mackenzie, AZ 11907,james85@gmail.com,1993-02-14,001-395-767-4586
M,163.8,50.41,23.645783,87.3,126.0,23.7,26.11,18.0,178.1,A,Stephen Leonard,Unit 3003 Box 2482,DPO AP 75416,-,adamsscott@hotmail.com,1980-04-07,+1-808-237-6021
F,159.5,63.23,35.127366,93.8,139.8,32.18,13.63,15.2,157.8,B,Michele Ray,260 Marissa Ridges Suite 604,Davidbury, GA 21468,robertjohnson@yahoo.com,1959-01-05,(552)281-6457
F,164.8,68.77,31.927568,81.5,119.8,36.8,20.9,25.3,166.5,D,Debra Lewis DDS,435 Erica Spring Suite 910,East Jeffrey, TX 15562,tinagarza@yahoo.com,1997-07-23,001-671-340-0632
M,160.7,54.78,22.621953,77.1,125.4,21.59,9.62,22.7,168.9,D,Aaron Wells,064 Stephens Groves,Robinsonmouth, HI 76306,simmonsjasmine@gmail.com,1988-06-22,553-562-7499
M,170.6,56.34,13.379647,89.3,137.9,26.63,9.4,59.6,229.9,C,Clayton Meadows,USCGC Moses,FPO AA 28390,-,tstone@yahoo.com,2001-10-16,8539502523
